Product ID,Product Name,Scenario,Total Emissions (kgCO2e/batch),Total Emission Intensity (kgCO2e/m2),Initial Global Area (m2),Recovered Yield (%),Recovered Yield for Float Glass (%),Recovered Mass (kg),[Stage] Building Site Dismantling,[Stage] Transport: Site->Processor,[Stage] System Disassembly,[Stage] Repair,[Stage] Recondition,[Stage] Repurpose,[Stage] Glass Reprocessing,[Stage] New Glass,[Stage] IGU Re-Assembly,[Stage] Packaging,[Stage] Transport: Processor->Next Use,[Stage] Next Use Installation,[Stage] Transport: Processor->Open-Loop Facility,[Stage] Transport: Landfill Disposal,Origin,Processor,Route A Mode,Route A Dist (km)
6. NEW,6.2_DGU_44.2_16_6_Cool-Lite Xtreme 70 33,Open-loop (Broken),8329.9,86.8,96.0,80.0,0.0,0.0,1368.0,599.9,0.0,0.0,0.0,0.0,0.0,2653.3,1444.3,0.0,471.0,1368.0,422.8,2.7,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.2_DGU_44.2_16_6_Cool-Lite Xtreme 70 33,Landfill,6251.6,65.1,96.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,2653.3,1444.3,0.0,471.0,1368.0,0.0,27.0,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,System Reuse (Direct),5706.5,59.4,96.0,72.0,72.0,3182.1,1368.0,846.7,0.0,0.0,0.0,0.0,0.0,952.9,561.2,0.0,600.0,1368.0,0.0,9.7,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,System Reuse (Repair),5326.1,55.5,96.0,81.0,81.0,3579.8,1368.0,846.7,0.0,2.8,0.0,0.0,0.0,646.6,487.4,0.0,600.0,1368.0,0.0,6.6,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,Component Reuse,6433.9,67.0,96.0,72.0,72.0,3182.1,1368.0,846.7,2.6,0.0,1.4,0.0,0.0,754.0,1483.5,0.0,600.0,1368.0,0.0,9.7,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,Remanufacture,7243.9,75.5,96.0,81.0,81.0,3579.8,1368.0,846.7,2.6,0.0,0.0,0.0,0.0,1565.4,1483.5,0.0,600.0,1368.0,0.0,9.7,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,Repurpose,9665.5,100.7,96.0,72.0,0.0,3182.1,1368.0,846.7,2.6,0.0,0.0,3.5,0.0,3403.0,1483.5,0.0,1180.5,1368.0,0.0,9.7,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,Closed-loop (Intact),8523.5,88.8,96.0,80.0,80.0,3182.1,1368.0,846.7,2.6,0.0,0.0,0.0,1654.7,952.9,1483.5,0.0,600.0,1368.0,246.2,3.5,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,Closed-loop (Broken),8446.1,88.0,96.0,80.0,80.0,3182.1,1368.0,769.4,0.0,0.0,0.0,0.0,1654.7,952.9,1483.5,0.0,600.0,1368.0,246.2,3.5,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,Open-loop (Intact),9605.3,100.1,96.0,80.0,0.0,0.0,1368.0,846.7,2.6,0.0,0.0,0.0,0.0,3403.0,1483.5,0.0,590.2,1368.0,542.3,3.5,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,Open-loop (Broken),9527.9,99.2,96.0,80.0,0.0,0.0,1368.0,769.4,0.0,0.0,0.0,0.0,0.0,3403.0,1483.5,0.0,590.2,1368.0,542.3,3.5,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
6. NEW,6.3_TGU_6_16_6_16_6_Cool-Lite Xtreme 70 33_ECLAZ,Landfill,7167.4,74.7,96.0,0.0,0.0,0.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,3403.0,1483.5,0.0,590.2,1368.0,0.0,34.6,"41.3825802,2.177073","50.3309169,3.250989",HGV lorry,1233.57
